"","eMat_GSE48581...1."
"1569310_at",5.555723148
"1569311_at",7.500414361
"1569312_at",6.559001722
"1569315_s_at",6.168334432
"1569316_at",4.361470765
"1569318_at",6.149337422
"1569320_at",8.238308764
"1569321_at",6.935253521
"1569322_at",4.74456743
"1569323_at",6.748332889
"1569325_at",6.093059162
"1569330_at",4.881918698
"1569331_at",4.173458505
"1569332_at",5.105764392
"1569334_at",4.071323044
"1569335_a_at",5.265765908
"1569337_at",5.45643317
"1569338_at",5.011767576
"1569339_s_at",5.982601106
"1569341_at",4.915484359
"1569342_at",4.334961762
"1569344_a_at",4.119481772
"1569345_at",6.498306053
"1569346_a_at",5.767098795
"1569348_at",6.624999905
"1569349_at",5.824230545
"1569351_at",5.310058002
"1569352_at",7.523413534
"1569353_at",6.290343052
"1569354_at",6.829671207
"1569355_at",4.794029543
"1569361_a_at",5.441365419
"1569362_at",5.071025448
"1569365_a_at",5.634482075
"1569366_a_at",5.683813859
"1569368_at",5.835026752
"1569369_at",7.086274077
"1569371_at",3.666645138
"1569372_at",4.297633496
"1569374_at",5.976852291
"1569375_at",3.523742487
"1569376_s_at",4.757415955
"1569377_at",5.627451188
"1569378_at",6.058877791
"1569380_a_at",6.669821605
"1569383_s_at",6.086726087
"1569385_s_at",7.184290926
"1569386_at",7.07977395
"1569387_at",6.819839952
"1569391_at",3.87134081
"1569392_at",4.711221436
"1569393_at",6.812176572
"1569396_at",7.600002528
"1569399_at",4.592508593
"1569401_at",4.578363913
"1569402_at",6.405757774
"1569403_at",4.351743603
"1569405_at",3.790376843
"1569406_at",3.288936543
"1569407_at",3.493475073
"1569408_at",4.526529627
"1569409_x_at",8.803128322
"1569410_at",3.77693512
"1569411_at",3.804084436
"1569415_at",7.900235755
"1569416_at",7.216077181
"1569417_at",5.06369191
"1569418_at",3.720739021
"1569419_at",6.13046007
"1569421_at",6.107361536
"1569422_at",5.668872999
"1569426_at",6.508859263
"1569428_at",6.875482279
"1569430_at",5.183944715
"1569431_at",3.924339874
"1569433_at",4.852558445
"1569434_at",7.761255782
"1569436_at",4.210196757
"1569439_at",3.396714558
"1569443_s_at",5.362883073
"1569444_at",4.973836461
"1569445_at",5.811402325
"1569446_x_at",6.036749797
"1569448_at",6.799244422
"1569449_a_at",6.056603287
"1569450_at",5.005014591
"1569452_at",5.853730869
"1569453_a_at",6.788767295
"1569454_a_at",3.32884506
"1569459_a_at",4.015147316
"1569461_at",6.3282472
"1569462_x_at",5.94025876
"1569464_at",5.6700655
"1569465_at",6.031416719
"1569466_at",4.722994741
"1569468_at",3.261823431
"1569469_a_at",3.386357613
"1569470_a_at",6.271148363
"1569472_s_at",6.763628193
"1569473_s_at",6.609905423
"1569474_at",5.074435059
"1569476_at",3.908225606
"1569477_at",7.024122371
"1569478_s_at",8.018361291
"1569479_at",5.391884125
"1569481_s_at",5.556387901
"1569482_at",5.465341529
"1569484_s_at",5.895627075
"1569486_at",4.073002054
"1569487_at",6.253344632
"1569490_at",3.60361531
"1569491_at",4.03362439
"1569492_at",4.098552442
"1569494_at",3.313675718
"1569495_at",4.012825261
"1569496_s_at",7.226807823
"1569499_at",5.946020724
"1569500_at",7.049479134
"1569501_at",7.10691436
"1569502_s_at",6.353062496
"1569503_at",4.570193982
"1569504_at",3.469892874
"1569508_at",3.570178873
"1569510_at",5.304811977
"1569512_at",7.484178551
"1569515_a_at",6.49670764
"1569516_at",4.727426893
"1569517_at",5.232796829
"1569518_at",4.497854055
"1569519_at",8.125381909
"1569520_at",6.175883566
"1569521_s_at",6.995465646
"1569522_at",9.592982201
"1569523_a_at",5.158883605
"1569525_s_at",3.57197226
"1569527_at",6.709454237
"1569528_at",3.697451097
"1569532_a_at",6.584667138
"1569536_at",6.162970251
"1569537_at",5.064802086
"1569538_at",7.619112006
"1569539_at",3.696822823
"1569540_at",7.693238931
"1569542_at",6.926575055
"1569543_at",3.529435103
"1569544_at",3.432488746
"1569545_at",3.208918874
"1569551_at",6.210004335
"1569552_at",4.608240822
"1569554_at",3.951973256
"1569555_at",7.181064633
"1569557_at",7.297904777
"1569558_at",3.64535852
"1569560_at",3.348952539
"1569561_at",4.997041689
"1569564_at",4.808682441
"1569566_at",4.835292911
"1569568_at",4.435116844
"1569569_x_at",5.447665872
"1569570_at",3.513398986
"1569571_at",3.434150802
"1569573_at",6.667223987
"1569577_x_at",4.23972225
"1569578_at",6.407165454
"1569579_at",6.925166164
"1569580_a_at",4.24395715
"1569582_at",4.041957268
"1569583_at",7.13924415
"1569585_at",3.410901804
"1569587_at",3.267762271
"1569588_x_at",3.74076723
"1569590_at",5.58522835
"1569591_at",3.444720708
"1569592_a_at",3.71641502
"1569594_a_at",10.11580422
"1569596_at",3.560108138
"1569597_at",6.706031988
"1569599_at",4.222782575
"1569600_at",3.777263328
"1569601_at",7.603819645
"1569602_at",5.909230981
"1569603_at",7.049479134
"1569604_at",7.457190459
"1569607_s_at",9.368312353
"1569608_x_at",8.365704773
"1569609_at",4.066498544
"1569610_at",3.549306643
"1569611_a_at",3.421843069
"1569614_s_at",4.983010226
"1569615_at",4.670024428
"1569616_at",4.657516936
"1569617_at",5.218107181
"1569620_s_at",4.472309116
"1569624_at",4.550551941
"1569629_x_at",6.4432983
"1569630_a_at",3.624583207
"1569631_at",7.69587423
"1569634_at",7.07130126
"1569637_at",3.762318992
"1569638_at",4.201118246
"1569640_s_at",6.620410604
"1569641_at",4.913200964
"1569642_at",6.815984939
"1569644_at",4.771150152
"1569646_a_at",3.923258743
"1569647_at",4.97791324
"1569648_at",6.951737453
"1569652_at",7.643010479
"1569656_at",3.635573828
"1569659_at",5.339400094
"1569660_at",4.202174163
"1569661_at",4.595536664
"1569663_at",3.386357613
"1569664_at",5.260004211
"1569665_at",6.244995768
"1569666_s_at",6.860272339
"1569668_at",6.086436282
"1569669_at",4.166048152
"1569670_at",4.00538855
"1569672_at",5.046779567
"1569673_at",4.42361297
"1569674_at",3.644709962
"1569675_at",4.723322427
"1569676_at",5.496973744
"1569677_a_at",3.649159953
"1569679_at",8.485391555
"1569680_at",4.067750419
"1569681_at",5.569435013
"1569683_at",6.278313436
"1569685_at",5.09476847
"1569688_at",5.799277566
"1569689_s_at",3.503936547
"1569690_at",5.561573002
"1569693_at",3.414002582
"1569696_at",6.376489711
"1569698_s_at",3.826243041
"1569699_at",5.302571016
"1569700_s_at",6.24247955
"1569701_at",7.241578589
"1569703_a_at",4.758463581
"1569706_at",5.112822268
"1569709_at",5.178927271
"1569712_at",3.305618692
"1569713_at",6.964745347
"1569714_at",7.019320015
"1569716_at",3.841897159
"1569719_at",3.153523899
"1569721_at",4.173187793
"1569722_s_at",4.065316091
"1569723_a_at",6.0972145
"1569724_at",5.831322627
"1569727_at",4.931638171
"1569728_at",5.298127208
"1569729_a_at",3.145581985
"1569730_at",4.583177871
"1569731_at",4.387554733
"1569732_at",6.387865662
"1569736_at",4.507139584
"1569737_a_at",6.056935731
"1569738_at",5.676680446
"1569739_at",4.834229391
"1569740_at",3.49766192
"1569741_at",4.239462608
"1569743_at",4.207849803
"1569745_at",6.800364237
"1569746_s_at",4.664845359
"1569748_at",4.342541744
"1569750_at",5.013046071
"1569751_at",4.891301986
"1569753_at",4.15795469
"1569755_at",4.007544591
"1569756_at",3.378588015
"1569758_at",4.245182908
"1569759_at",3.95193289
"1569760_at",4.707504182
"1569761_x_at",4.176972539
"1569763_at",5.615216469
"1569764_at",4.201118246
"1569765_at",8.04489452
"1569767_at",6.205271351
"1569768_at",3.608088173
"1569770_x_at",3.829819171
"1569772_x_at",3.465295796
"1569773_at",3.868180579
"1569775_at",6.929564577
"1569776_at",5.099939533
"1569777_a_at",3.637104299
"1569779_at",3.864689665
"1569780_at",3.927715697
"1569781_at",4.07962604
"1569782_at",4.066295987
"1569783_at",3.430633355
"1569784_at",3.435133296
"1569785_at",6.863040103
"1569786_at",3.679743812
"1569787_at",4.398557747
"1569788_at",4.114183681
"1569789_at",4.755627268
"1569790_at",3.615813981
"1569791_at",5.102134226
"1569792_a_at",7.115947426
"1569793_at",5.238131612
"1569794_at",3.846948468
"1569796_s_at",7.149942688
"1569802_at",4.449812371
"1569805_at",5.659356389
"1569806_at",5.762637818
"1569807_at",6.525363652
"1569808_at",4.036989199
"1569809_at",3.863416402
"1569810_at",3.146795157
"1569811_at",3.841260254
"1569812_at",3.853039855
"1569813_at",5.585657447
"1569815_x_at",5.988986583
"1569816_at",4.710484484
"1569817_at",4.234652981
"1569818_at",3.441910604
"1569819_at",3.99415913
"1569823_at",3.456087042
"1569824_at",4.84872386
"1569826_at",4.574989007
"1569827_at",5.413915906
"1569828_at",4.983012496
"1569830_at",4.093841844
"1569831_at",3.5066711
"1569832_at",5.027547992
"1569833_at",5.351953178
"1569834_at",7.923187769
"1569835_at",3.53887013
"1569838_at",5.270061458
"1569839_s_at",5.183274016
"1569840_at",3.954087326
"1569841_x_at",5.628429767
"1569842_at",3.687458488
"1569843_at",3.940120285
"1569846_at",4.851459323
"1569847_at",6.996731535
"1569849_at",4.809304505
"1569850_at",3.505474255
"1569852_at",6.070663892
"1569853_at",4.47883914
"1569854_at",6.844986763
"1569855_at",4.99381488
"1569856_at",3.930106578
"1569857_s_at",5.941840297
"1569858_at",3.954617515
"1569859_at",4.440967962
"1569861_at",3.529360399
"1569864_at",3.863783436
"1569867_at",5.361551321
"1569868_s_at",7.38526011
"1569871_at",8.248430809
"1569872_a_at",5.749329025
"1569873_at",3.08439405
"1569874_s_at",4.113162269
"1569876_at",4.426707493
"1569878_at",4.761353046
"1569879_a_at",7.313210741
"1569881_at",3.326157354
"1569882_at",3.613436769
"1569885_at",5.122757794
"1569886_a_at",4.020854058
"1569887_a_at",5.935161991
"1569891_at",5.884302726
"1569892_at",3.904669203
"1569894_at",7.123612721
"1569895_at",8.163103775
"1569898_a_at",7.078098849
"1569900_at",5.369693057
"1569904_x_at",3.997217824
"1569905_at",7.610362497
"1569906_s_at",7.293356279
"1569909_at",5.217501815
"1569910_at",4.351557267
"1569911_at",6.448575036
"1569912_at",6.759289582
"1569915_at",6.043058365
"1569916_at",3.196415303
"1569917_at",3.90809408
"1569921_at",3.952530041
"1569923_s_at",3.929996884
"1569925_at",5.759892409
"1569926_s_at",5.60313889
"1569927_at",4.190367157
"1569929_at",3.580184446
"1569930_at",6.82837856
"1569931_at",3.723120051
"1569932_at",4.88838552
"1569933_at",7.231527908
"1569934_at",3.916143583
"1569935_at",7.498657853
"1569936_a_at",4.217223897
"1569937_at",3.995224083
"1569938_at",5.744071477
"1569940_at",8.70764923
"1569941_at",4.606568519
"1569942_at",3.881782874
"1569944_at",4.258818998
"1569947_at",4.148406964
"1569948_at",4.556702055
"1569949_at",7.767076241
"1569952_x_at",5.40734264
"1569953_at",5.175230447
"1569954_at",3.883665598
"1569955_at",3.414638444
"1569956_at",5.214635863
"1569958_at",3.355581761
"1569959_at",5.074837976
"1569960_at",3.777803672
"1569961_at",6.694858561
"1569962_at",6.398029118
"1569963_at",6.351904225
"1569969_a_at",3.867390012
"1569971_at",3.50785576
"1569973_at",7.248659232
"1569974_x_at",7.092281378
"1569975_at",5.237398766
"1569978_x_at",4.647202134
"1569979_at",4.314564373
"1569980_x_at",4.318227467
"1569981_at",3.015600576
"1569983_at",4.46832984
"1569986_x_at",7.035452401
"1569987_at",5.737224336
"1569988_at",3.20370955
"1569990_at",4.142929847
"1569991_at",6.189293369
"1569995_at",3.467168244
"1569996_at",5.173934304
"1569998_at",3.859121979
"1569999_at",4.762169203
"1570001_at",4.092063379
"1570005_at",5.575372186
"1570006_at",4.036875008
"1570007_at",6.545201098
"1570008_at",3.994913868
"1570009_at",3.487899923
"1570013_at",5.307636696
"1570014_at",4.98284798
"1570015_at",3.449127126
"1570020_at",3.801875882
"1570021_at",4.682086047
"1570022_at",3.900946865
"1570023_at",3.143160444
"1570024_at",3.765033805
"1570025_at",5.537124674
"1570026_at",6.985423118
"1570030_at",3.58194738
"1570031_at",3.877439104
"1570032_at",4.062182792
"1570033_at",5.331385724
"1570035_at",6.260819708
"1570038_at",4.384285826
"1570039_at",3.701494565
"1570040_at",4.900843237
"1570042_a_at",5.185009929
"1570043_at",3.933534139
"1570044_at",5.065145715
"1570046_at",3.060494982
"1570048_at",6.105122338
"1570049_at",4.883332085
"1570050_at",3.527836772
"1570051_at",4.188877965
"1570052_at",4.278894881
"1570054_at",4.004259571
"1570055_at",7.746991232
"1570057_x_at",5.357651145
"1570058_at",4.15795469
"1570061_at",6.400512182
"1570064_at",6.189110656
"1570065_at",5.326282848
"1570068_at",6.326943373
"1570070_at",7.891301181
"1570071_at",5.872921524
"1570076_at",4.514553352
"1570078_a_at",7.295788127
"1570080_at",3.985059444
"1570082_x_at",4.02705378
"1570084_at",5.675568071
"1570085_at",5.832282889
"1570087_at",6.507466545
"1570089_at",6.061586846
"1570090_at",6.317458054
"1570093_at",5.357513585
"1570098_at",4.076385681
"1570099_at",3.761284471
"1570100_at",4.461411767
"1570101_at",3.605100053
"1570102_at",3.484086374
"1570103_at",3.80530947
"1570105_at",5.93882376
"1570106_at",5.462219678
"1570107_at",4.986333166
"1570108_at",6.322016633
"1570110_at",5.079742869
"1570111_at",4.329956496
"1570114_at",3.5167689
"1570115_at",3.508264744
"1570116_at",4.056681861
"1570117_at",3.867390012
"1570119_at",3.728246158
"1570120_at",5.334884855
"1570121_at",4.494999805
"1570122_at",4.697077798
"1570123_at",4.543601505
"1570124_at",7.530982362
"1570125_at",5.021670509
"1570126_at",4.65356144
"1570127_at",3.517284095
"1570128_at",4.044040096
"1570130_at",5.734540661
"1570131_at",5.576253895
"1570133_at",5.950480611
"1570134_at",5.392043037
"1570135_at",5.766210918
"1570136_at",3.69961365
"1570138_at",5.072775523
"1570140_at",6.003606678
"1570141_at",3.47844804
"1570143_at",9.085184274
"1570145_at",4.70474767
"1570146_at",3.788086821
"1570151_at",6.479824747
"1570152_at",3.93417927
"1570153_at",6.078759797
"1570155_at",5.93834653
"1570156_s_at",6.056485886
"1570158_at",4.001182558
"1570160_at",4.986620288
"1570162_at",4.237878766
"1570163_at",4.077767892
"1570165_at",5.362876607
"1570166_a_at",7.914218722
"1570167_at",6.593192566
"1570168_at",3.616872423
"1570169_at",5.342299533
"1570171_at",5.223205216
"1570173_at",4.106660209
"1570176_at",3.45510657
"1570177_at",5.302571016
"1570180_at",3.57621434
"1570181_a_at",4.485697066
"1570182_at",6.173884367
"1570183_at",3.855848236
"1570185_at",8.169349439
"1570186_at",5.719593908
"1570188_at",4.842713191
"1570189_at",6.812658709
"1570190_at",4.844092507
"1570191_at",6.355315401
"1570192_at",6.104347555
"1570194_x_at",3.652497477
"1570196_at",4.146162369
"1570197_at",6.140488378
"1570198_x_at",7.517937192
"1570200_at",7.111437101
"1570202_a_at",4.542197515
"1570204_at",3.752896487
"1570205_at",3.225926404
"1570206_at",4.958712473
"1570207_at",3.55968929
"1570208_at",3.321995783
"1570210_x_at",8.469858534
"1570212_a_at",4.480309544
"1570213_at",3.4055023
"1570215_at",4.907880561
"1570219_at",6.080653283
"1570221_at",5.301189537
"1570222_at",3.464403025
"1570224_at",4.291052804
"1570225_at",5.623849598
"1570226_at",3.849774172
"1570227_at",7.12274283
"1570228_at",3.246566684
"1570229_at",6.150597863
"1570230_at",6.391246118
"1570231_at",4.122112602
"1570233_at",3.286817805
"1570234_at",4.184228592
"1570235_at",3.3388495
"1570237_at",5.584195061
"1570238_at",6.252180078
"1570239_a_at",5.838313356
"1570241_at",7.100527619
"1570242_x_at",6.978152386
"1570243_at",6.563796493
"1570244_at",3.114184695
"1570246_at",3.191610937
"1570248_at",5.753639362
"1570249_x_at",6.512030484
"1570250_at",4.110232421
"1570251_at",5.027344407
"1570252_at",5.040005673
"1570253_a_at",4.712738571
"1570255_s_at",4.681898082
"1570257_x_at",6.4743353
"1570259_at",6.86963586
"1570261_at",3.707222624
"1570262_at",5.066611376
"1570263_at",3.562379388
"1570264_at",6.557470944
"1570266_x_at",8.197867599
"1570267_at",4.845549458
"1570268_at",3.352288076
"1570269_at",3.406756708
"1570270_at",4.754189445
"1570271_at",4.005339266
"1570272_at",4.497854055
"1570273_at",4.351976116
"1570274_at",5.03885465
"1570276_a_at",5.098899673
"1570279_at",4.821911113
"1570281_at",5.971451911
"1570282_at",5.657480673
"1570283_at",6.024345644
"1570284_x_at",3.78944789
"1570285_at",5.275387802
"1570289_at",4.212851452
"1570290_at",3.82752632
"1570291_at",4.655995597
"1570292_at",4.336317156
"1570293_at",5.437487506
"1570295_at",6.732551864
"1570296_at",3.924399766
"1570297_at",6.043207886
"1570298_at",5.430955296
"1570299_at",6.775001609
"1570300_at",3.656087819
"1570301_at",4.877922498
"1570302_at",3.790376843
"1570303_at",4.180162403
"1570306_at",3.683041929
"1570307_s_at",5.943268371
"1570308_at",3.462231587
"1570314_at",5.463337073
"1570315_at",6.439683135
"1570316_at",3.882532182
"1570318_at",4.470726839
"1570320_at",3.728655856
"1570326_at",4.824519175
"1570327_at",4.341179522
"1570328_s_at",6.574293212
"1570329_at",6.339475343
"1570330_at",6.81646032
"1570331_at",5.707511252
"1570332_at",3.290973313
"1570335_at",6.647764786
"1570336_at",5.709043295
"1570337_at",5.041144397
"1570338_at",6.464824925
"1570339_x_at",5.926481339
"1570342_at",4.904288092
"1570344_at",6.071176654
"1570345_at",3.258274721
"1570347_at",7.202403536
"1570349_at",4.54840766
"1570350_at",5.761046455
"1570351_at",5.354570048
"1570352_at",3.419883659
"1570354_s_at",3.801492063
"1570355_a_at",3.273994584
"1570357_at",5.076857432
"1570359_at",3.799693254
"1570360_s_at",5.273541346
"1570361_a_at",4.363958706
"1570362_at",7.707006589
"1570364_at",4.117382431
"1570366_x_at",4.395992022
"1570371_a_at",6.02356969
"1570372_at",4.507965096
"1570373_at",3.992483333
"1570375_at",5.744115381
"1570376_at",5.617823553
"1570382_at",5.938397614
"1570383_at",4.544949628
"1570384_at",3.978260323
"1570385_at",4.614955178
"1570388_a_at",5.040397109
"1570391_at",4.132645686
"1570393_at",3.633370943
"1570394_at",4.124089438
"1570395_a_at",5.480355161
"1570396_at",4.28142352
"1570397_x_at",5.954689107
"1570398_at",5.005169049
"1570402_at",8.040052492
"1570405_at",5.513765011
"1570408_at",4.887868765
"1570409_x_at",5.63886626
"1570410_at",7.566114511
"1570411_at",4.128657274
"1570412_at",4.44691105
"1570414_x_at",6.214268576
"1570415_at",4.754565035
"1570420_at",7.327460566
"1570422_at",4.075003393
"1570423_at",3.790376843
"1570424_at",4.402289149
"1570425_s_at",3.976373755
"1570430_at",4.895430416
"1570432_at",5.621257533
"1570433_at",5.921650283
"1570439_at",6.505130307
"1570441_at",7.194805303
"1570444_at",4.079730297
"1570445_a_at",5.19162312
"1570447_at",5.519502097
"1570448_at",4.005286206
"1570450_at",5.832228633
"1570451_at",5.147202506
"1570452_at",3.555129687
"1570454_at",5.284627151
"1570465_at",3.711060435
"1570469_at",3.614078464
"1570470_at",3.74577061
"1570471_at",5.51145909
"1570473_at",3.792523329
"1570474_s_at",3.499877482
"1570476_at",4.32393321
"1570479_at",6.281400358
"1570480_s_at",4.818566544
"1570482_at",4.342327928
"1570483_at",6.930531116
"1570484_at",4.295009038
"1570486_at",4.407559991
"1570488_at",3.804433182
"1570490_at",4.743520978
"1570491_at",3.790376843
"1570496_at",6.284807642
"1570503_at",5.090337873
"1570505_at",5.264491871
"1570506_at",6.307393243
"1570507_at",7.942413829
"1570511_at",7.604929326
"1570515_a_at",6.797614304
"1570516_s_at",5.278898068
"1570517_at",3.952339596
"1570523_s_at",7.325129317
"1570528_at",4.083938461
"1570529_at",4.73928624
"1570531_at",5.692750934
"1570533_at",4.004310817
"1570534_a_at",4.203366167
"1570536_at",5.476211962
"1570537_a_at",3.904205418
"1570541_s_at",6.406463445
"1570542_a_at",6.321972963
"1570546_a_at",4.835749514
"1570552_at",4.735946932
"1570561_at",3.161114047
"1570566_at",6.775954992
"1570567_at",5.47175342
"1570568_at",5.758265621
"1570569_at",6.499896894
"1570571_at",7.281909299
"1570572_at",4.212591794
"1570574_at",4.826883041
"1570575_at",3.613447543
"1570578_at",4.164095238
"1570579_at",3.698600248
"1570584_at",3.435223498
"1570585_at",6.074978574
"1570587_at",4.506129079
"1570588_at",7.501396978
"1570592_a_at",5.007645285
"1570593_at",3.392160559
"1570594_at",3.869590495
"1570596_at",3.710235872
"1570597_at",3.899839441
"1570600_at",5.945220107
"1570601_at",4.514492912
"1570607_at",6.549903393
"1570618_at",3.692506717
"1570621_at",6.135790169
"1570622_at",3.571047901
"1570623_at",4.223375968
"1570624_at",5.194708976
"1570625_at",5.37659832
"1570627_at",5.509098579
"1570628_at",3.938689085
"1570629_at",5.111825629
"1570630_at",4.662793741
"1570631_at",5.889885466
"1570632_at",3.715419856
"1570633_at",3.288782845
"1570635_at",4.474753995
"1570639_at",4.922412034
"1570644_at",5.842587206
"1570645_at",4.132889892
"1570650_at",4.17310549
"1570651_at",6.269136178
"1570653_at",4.770874039
"1598_g_at",10.30269626
"160020_at",8.436160743
"1729_at",9.141041499
"1773_at",6.805326605
"177_at",6.973387098
"179_at",9.013873386
"1861_at",8.266991957
"200000_s_at",10.3343915
"200001_at",11.15128244
"200002_at",13.28337194
"200003_s_at",13.76907142
"200004_at",12.87116139
"200005_at",11.47987279
"200006_at",12.91312009
"200007_at",13.37673414
"200008_s_at",10.8275097
"200009_at",12.30184286
"200010_at",13.73967649
"200011_s_at",10.50550996
"200012_x_at",14.08965782
"200013_at",13.81110679
"200014_s_at",11.76377422
"200015_s_at",12.58508963
"200016_x_at",14.00300763
"200017_at",13.70257708
"200018_at",13.9860912
"200019_s_at",13.51313431
"200020_at",10.35156406
"200021_at",12.92796035
"200022_at",13.63499787
"200023_s_at",12.37094671
"200024_at",13.15167829
"200025_s_at",13.91037166
"200026_at",13.92757974
"200027_at",12.45090979
"200028_s_at",11.53741488
"200029_at",13.45287239
"200030_s_at",13.17428359
"200031_s_at",14.03507013
"200032_s_at",14.0282457
"200033_at",13.16091063
"200034_s_at",13.63482453
"200035_at",9.656539211
"200036_s_at",12.96203672
"200037_s_at",11.90567234
"200038_s_at",13.83452399
"200039_s_at",11.16372677
"200040_at",11.03662551
"200041_s_at",9.880848736
"200042_at",10.4716255
"200043_at",12.47788958
"200044_at",11.32269986
"200045_at",9.338991157
"200046_at",12.46460422
"200047_s_at",11.66478904
"200048_s_at",12.47970518
"200049_at",9.108550631
"200050_at",10.09773978
"200051_at",8.375467128
"200052_s_at",11.03765469
"200053_at",11.01473731
"200054_at",8.359841238
"200055_at",10.99059274
"200056_s_at",10.2154136
"200057_s_at",12.26569543
"200058_s_at",10.76253242
"200059_s_at",13.31285079
"200060_s_at",11.07042794
"200061_s_at",14.14415327
"200062_s_at",14.12858882
"200063_s_at",13.62643771
"200064_at",12.3426674
"200065_s_at",12.28091029
"200066_at",10.52583114
"200067_x_at",12.21173472
"200068_s_at",12.51796974
"200069_at",9.087876685
"200070_at",10.12684306
"200071_at",10.37880252
"200072_s_at",11.0917527
"200073_s_at",11.4068981
"200074_s_at",12.92973388
"200075_s_at",10.76813558
"200076_s_at",8.991184719
"200077_s_at",13.35959343
"200078_s_at",11.59136295
"200079_s_at",11.10521289
"200080_s_at",13.93412472
"200081_s_at",13.88189153
"200082_s_at",13.3907625
"200083_at",10.88663265
"200084_at",11.95526807
"200085_s_at",12.32984231
"200086_s_at",12.56377799
"200087_s_at",12.15419914
"200088_x_at",13.82185858
"200089_s_at",12.67869284
"200090_at",11.61407987
"200091_s_at",13.10341499
"200092_s_at",13.91372114
"200093_s_at",12.51983154
"200094_s_at",13.110241
"200095_x_at",14.18314228
"200096_s_at",12.89825276
"200097_s_at",12.3218657
"200098_s_at",10.76189768
"200099_s_at",14.32185693
"200593_s_at",10.27283496
"200594_x_at",12.59622284
"200595_s_at",10.99756334
"200596_s_at",9.843683674
"200597_at",8.609803345
"200598_s_at",12.16924169
"200599_s_at",12.77708989
"200600_at",11.63560237
"200601_at",9.801447452
"200602_at",12.27357395
"200603_at",12.57907909
"200604_s_at",8.991184719
"200605_s_at",12.741623
"200606_at",11.21510118
"200607_s_at",9.660929014
"200608_s_at",11.01270506
"200609_s_at",11.66785629
"200610_s_at",11.72156366
"200611_s_at",10.91018664
"200612_s_at",10.00356861
"200613_at",10.20016774
"200614_at",12.86317382
"200615_s_at",8.697770593
"200616_s_at",11.42493314
"200617_at",10.06592671
"200618_at",11.28359165
"200619_at",10.16432379
"200620_at",12.95610959
"200621_at",11.30003882
"200622_x_at",9.818743647
"200623_s_at",8.852835306
"200624_s_at",11.51093542
"200625_s_at",11.55202123
"200626_s_at",11.98498731
"200627_at",12.56681342
"200628_s_at",9.167010578
"200629_at",10.39211997
"200630_x_at",12.62155472
"200631_s_at",12.16766122
"200632_s_at",12.49661962
"200633_at",14.47995681
"200634_at",11.18894013
"200635_s_at",9.53463428
"200636_s_at",11.07905451
"200637_s_at",8.100148835
"200638_s_at",11.54174095
"200639_s_at",11.47750788
"200640_at",11.74767276
"200641_s_at",10.51002922
"200642_at",13.33806695
"200643_at",9.039304092
"200644_at",10.4425108
"200645_at",12.93512268
"200646_s_at",7.467883358
"200647_x_at",11.41598523
"200648_s_at",9.054335889
"200649_at",8.255108397
"200650_s_at",13.01475832
"200651_at",13.17626892
"200652_at",11.92510045
"200653_s_at",12.33143736
"200654_at",11.60861453
"200655_s_at",12.73946814
"200656_s_at",9.60402787
"200657_at",13.07968265
"200658_s_at",10.29046941
"200659_s_at",10.10235683
"200660_at",11.50618642
"200661_at",11.43998723
"200662_s_at",11.75634214
"200663_at",13.27758529
"200664_s_at",9.102651112
"200665_s_at",11.59313813
"200666_s_at",9.931766628
"200667_at",11.54544214
"200668_s_at",12.43365438
"200669_s_at",12.17400457
"200670_at",10.52282018
"200671_s_at",7.664030935
"200672_x_at",10.16319089
"200673_at",13.25124068
"200674_s_at",14.09364898
"200675_at",12.55190467
"200676_s_at",8.275128469
"200677_at",12.93334223
"200678_x_at",10.89710775
"200679_x_at",11.93347812
"200680_x_at",13.32295444
"200681_at",11.52450532
"200682_s_at",11.00907558
"200683_s_at",9.755539954
"200684_s_at",9.077058001
"200685_at",9.704903769
"200686_s_at",11.90747533
"200687_s_at",9.056870099
"200688_at",7.576544157
"200689_x_at",13.6724227
"200690_at",8.573563534
"200691_s_at",11.55311744
"200692_s_at",10.90280143
"200693_at",12.22208328
"200694_s_at",10.72691334
"200695_at",9.366047748
"200696_s_at",11.84340365
"200697_at",9.980181264
"200698_at",10.71853807
"200699_at",10.80616276
"200700_s_at",10.76723033
"200701_at",13.01985135
"200702_s_at",10.44917942
"200703_at",12.45627511
"200704_at",11.80049975
"200705_s_at",12.84187889
"200706_s_at",11.16697127
"200707_at",7.13370512
"200708_at",11.2600704
"200709_at",9.716346274
"200710_at",11.66915129
"200711_s_at",11.76430407
"200712_s_at",8.908383875
"200713_s_at",11.1765791
"200714_x_at",10.41163611
"200715_x_at",12.56532
"200716_x_at",14.24484506
"200717_x_at",14.44768164
"200718_s_at",13.77555841
"200719_at",9.572643116
"200720_s_at",8.585075094
"200721_s_at",8.810506581
"200722_s_at",9.022783725
"200723_s_at",11.56130039
"200724_at",6.351658815
"200725_x_at",13.70143534
"200726_at",11.8166833
"200727_s_at",8.684229453
"200728_at",12.05669317
"200729_s_at",11.38991329
"200730_s_at",8.463546693
"200731_s_at",8.845385786
"200732_s_at",10.53426841
"200733_s_at",9.792889623
"200734_s_at",9.597430744
"200735_x_at",13.96630139
"200736_s_at",12.35866987
"200737_at",10.89227612
"200738_s_at",12.96755649
"200739_s_at",9.100622644
"200740_s_at",11.49520755
"200741_s_at",14.54013029
"200742_s_at",9.979298141
"200743_s_at",10.3478378
