"","eMat_GSE48581...1."
"214739_at",8.535787431
"214740_at",6.515791597
"214741_at",8.959083196
"214742_at",7.230509475
"214743_at",9.883621198
"214744_s_at",6.362692709
"214745_at",6.764027287
"214746_s_at",8.197077039
"214747_at",7.06057432
"214748_at",9.164485658
"214749_s_at",11.12820302
"214750_at",6.191406208
"214751_at",8.658647664
"214752_x_at",9.067011627
"214753_at",10.26405483
"214754_at",6.304373917
"214755_at",6.910742534
"214756_x_at",9.390955515
"214757_at",6.587689101
"214758_at",6.070150709
"214759_at",5.531130623
"214760_at",8.808549767
"214761_at",8.496223533
"214762_at",6.539322899
"214763_at",8.121868441
"214764_at",6.676197951
"214765_s_at",8.901005639
"214766_s_at",8.524958123
"214767_s_at",5.638730754
"214768_x_at",10.9647566
"214769_at",7.063303024
"214770_at",6.066796369
"214771_x_at",10.72150252
"214772_at",4.811382789
"214773_x_at",9.519107993
"214774_x_at",9.833421257
"214775_at",5.431072826
"214776_x_at",3.759577479
"214777_at",10.43210444
"214778_at",6.893110712
"214779_s_at",7.9823997
"214780_s_at",7.60074477
"214781_at",4.668043008
"214782_at",8.111917749
"214783_s_at",9.72885564
"214784_x_at",9.464619407
"214785_at",7.817261752
"214786_at",6.473918837
"214787_at",7.397298746
"214788_x_at",7.878722887
"214789_x_at",10.80890685
"214790_at",7.207161511
"214791_at",9.063901504
"214792_x_at",5.908044699
"214793_at",6.282204726
"214794_at",8.720820448
"214795_at",7.442233107
"214796_at",3.734911375
"214797_s_at",7.15083424
"214798_at",6.736431357
"214799_at",7.013083449
"214800_x_at",12.22145732
"214801_at",8.737032786
"214802_at",8.167047119
"214803_at",9.674806551
"214804_at",4.8321785
"214805_at",7.906085295
"214806_at",6.98461814
"214807_at",7.822325602
"214808_at",8.776725758
"214809_at",5.628336375
"214811_at",6.819028826
"214812_s_at",10.56139399
"214813_at",7.444233027
"214814_at",7.216077181
"214815_at",8.577397867
"214816_x_at",6.282544568
"214817_at",5.680660845
"214818_at",6.446681397
"214819_at",7.035665357
"214820_at",7.259403112
"214821_at",6.520748307
"214822_at",5.28638508
"214823_at",7.974833843
"214824_at",5.793585607
"214825_at",6.011737341
"214826_at",4.164039131
"214827_at",4.344144709
"214828_s_at",7.360137595
"214829_at",8.212555279
"214830_at",8.841028017
"214831_at",6.835656199
"214832_at",6.916648702
"214833_at",8.116059543
"214834_at",4.975375807
"214835_s_at",11.17609004
"214836_x_at",12.54186009
"214837_at",4.479617422
"214838_at",7.713330543
"214839_at",6.609403752
"214840_at",7.29110902
"214841_at",5.460913496
"214842_s_at",5.407078972
"214843_s_at",8.440558931
"214844_s_at",9.409295271
"214845_s_at",7.925352743
"214846_s_at",6.486864463
"214847_s_at",7.648365286
"214848_at",7.718804949
"214849_at",6.37961838
"214850_at",7.730083008
"214851_at",5.273495834
"214852_x_at",5.777183101
"214853_s_at",10.75327098
"214854_at",4.516988359
"214855_s_at",8.95871833
"214856_at",3.959931524
"214857_at",8.312229835
"214858_at",5.128693419
"214859_at",5.733335371
"214860_at",5.019204028
"214861_at",7.80116617
"214862_x_at",5.876449883
"214863_at",4.402892864
"214864_s_at",11.33667107
"214865_at",5.17691209
"214866_at",6.471107476
"214867_at",7.567446715
"214868_at",4.583203813
"214869_x_at",9.08134217
"214870_x_at",10.43672839
"214871_x_at",6.458117048
"214872_at",4.299056458
"214873_at",6.878332191
"214874_at",7.883133486
"214875_x_at",10.76048057
"214876_s_at",7.359461799
"214877_at",7.512008553
"214878_at",6.236495059
"214879_x_at",9.138268183
"214880_x_at",7.573388785
"214881_s_at",6.723856297
"214882_s_at",10.5941723
"214883_at",5.897440893
"214884_at",4.489837519
"214885_at",6.58581884
"214886_s_at",5.125908475
"214887_at",3.284867621
"214888_at",7.562075657
"214889_at",9.185696882
"214890_s_at",10.21844345
"214891_at",6.967238167
"214892_x_at",7.539629248
"214893_x_at",7.622253803
"214894_x_at",10.36166093
"214895_s_at",7.974564286
"214896_at",7.110224359
"214897_at",6.28247367
"214898_x_at",6.811800133
"214899_at",3.291661793
"214900_at",6.912229092
"214901_at",7.45202082
"214902_x_at",9.218370921
"214903_at",7.073628855
"214904_at",5.297514699
"214905_at",5.158841428
"214906_x_at",7.32754731
"214907_at",6.344665798
"214908_s_at",6.991211978
"214909_s_at",9.757334366
"214910_s_at",11.73485981
"214911_s_at",10.28742505
"214912_at",7.96996821
"214913_at",6.833266157
"214914_at",3.716706872
"214915_at",6.480506425
"214916_x_at",8.739240885
"214917_at",7.267873506
"214918_at",6.30137084
"214919_s_at",9.588113462
"214920_at",10.15028889
"214921_at",4.699944353
"214922_at",4.384988829
"214923_at",6.17597098
"214924_s_at",9.48982526
"214925_s_at",7.992213063
"214926_at",5.373692509
"214927_at",6.871950105
"214928_at",6.333863063
"214929_s_at",5.389313741
"214930_at",5.005775865
"214931_s_at",7.257256499
"214932_at",3.768945363
"214933_at",7.568648131
"214934_at",8.570347889
"214935_at",5.081298119
"214936_at",5.564370673
"214937_x_at",10.17314181
"214938_x_at",13.38690807
"214939_x_at",6.32722531
"214940_s_at",7.025151505
"214941_s_at",9.936021086
"214942_at",4.235365648
"214943_s_at",7.497581003
"214944_at",5.572321158
"214945_at",7.15214358
"214946_x_at",10.70565177
"214947_at",6.261430621
"214948_s_at",9.264845601
"214949_at",8.758396317
"214950_at",6.7005915
"214951_at",6.168090622
"214952_at",4.897937469
"214953_s_at",13.01289477
"214954_at",4.565948838
"214955_at",7.489905372
"214956_at",5.194437185
"214957_at",7.118536987
"214958_s_at",6.926212097
"214959_s_at",6.950131196
"214960_at",7.943270041
"214961_at",3.846373209
"214962_s_at",5.781962745
"214963_at",6.240168379
"214964_at",6.994139513
"214965_at",9.024677355
"214966_at",5.039979294
"214967_at",7.465604617
"214968_at",5.767989952
"214969_at",6.409927762
"214970_s_at",3.770637972
"214971_s_at",5.772923083
"214972_at",7.44424221
"214973_x_at",9.603047549
"214974_x_at",3.824397674
"214975_s_at",5.169839964
"214976_at",5.622689774
"214977_at",4.924521036
"214978_s_at",6.165008328
"214979_at",5.252354593
"214980_at",6.898079406
"214981_at",3.322318306
"214982_at",5.037628489
"214983_at",6.112228572
"214984_at",3.812981698
"214985_at",6.345388919
"214986_x_at",8.232133107
"214987_at",7.547015977
"214988_s_at",11.42685293
"214989_x_at",8.495156417
"214990_at",6.320011848
"214991_s_at",6.770210663
"214992_s_at",8.154611286
"214993_at",6.085819292
"214994_at",6.6265887
"214995_s_at",7.067674251
"214996_at",6.576781423
"214997_at",5.85337166
"214998_at",4.811482226
"214999_s_at",8.802839953
"215000_s_at",11.30583525
"215001_s_at",12.31820019
"215002_at",4.377871064
"215003_at",6.774353246
"215004_s_at",7.947977589
"215005_at",7.655494517
"215006_at",7.572918803
"215008_at",4.06996569
"215009_s_at",8.925701548
"215010_s_at",4.557428805
"215011_at",5.110953786
"215012_at",8.800798828
"215013_s_at",7.403358168
"215014_at",4.518923889
"215015_at",6.747188862
"215016_x_at",11.16568353
"215017_s_at",10.7375456
"215018_at",4.556169478
"215019_x_at",7.635145032
"215020_at",5.619624845
"215021_s_at",6.635431414
"215022_x_at",7.592586655
"215023_s_at",7.642239
"215024_at",7.492951584
"215025_at",5.839149267
"215026_x_at",7.516254454
"215027_at",7.256883426
"215028_at",7.008915133
"215029_at",6.458959941
"215030_at",7.9284024
"215031_x_at",7.702699589
"215032_at",7.612769526
"215033_at",4.569393546
"215034_s_at",9.789483329
"215035_at",6.076758483
"215036_at",7.051666266
"215037_s_at",6.273918521
"215038_s_at",8.199172522
"215039_at",7.796735071
"215040_at",7.590086624
"215041_s_at",4.395987864
"215042_at",5.381782952
"215043_s_at",6.192320843
"215044_s_at",7.057236436
"215045_at",6.197977369
"215046_at",8.743750366
"215047_at",4.795585904
"215048_at",5.923582282
"215049_x_at",9.83510505
"215050_x_at",6.778671196
"215051_x_at",10.89371085
"215052_at",5.35176836
"215053_at",6.189053667
"215054_at",8.548307145
"215055_at",6.509656407
"215056_at",5.110969231
"215057_at",7.427282601
"215058_at",7.561877097
"215059_at",7.535677658
"215060_at",4.551158287
"215061_at",6.149944108
"215062_at",7.138130926
"215063_x_at",8.322100336
"215064_at",4.347877148
"215065_at",4.353152421
"215066_at",6.305390957
"215067_x_at",8.990156077
"215068_s_at",6.639835656
"215069_at",6.668747705
"215070_x_at",6.15050411
"215071_s_at",11.52245027
"215072_x_at",4.360271951
"215073_s_at",9.309504676
"215074_at",6.473673042
"215075_s_at",9.224255364
"215076_s_at",11.7929556
"215077_at",4.04741826
"215078_at",4.144040396
"215079_at",4.15869049
"215080_s_at",4.528904788
"215081_at",3.952530041
"215082_at",6.416700978
"215083_at",8.178599897
"215084_s_at",8.695493596
"215085_x_at",7.03416435
"215086_at",3.755799706
"215087_at",5.077000131
"215088_s_at",10.59345161
"215089_s_at",9.083381368
"215090_x_at",9.314381743
"215091_s_at",11.48291179
"215092_s_at",8.794840764
"215093_at",7.914528109
"215094_at",4.011104343
"215095_at",7.872395249
"215096_s_at",11.97507642
"215097_at",4.764332967
"215098_at",6.653756993
"215099_s_at",6.381371509
"215100_at",6.629471213
"215101_s_at",4.143049379
"215102_at",5.524707085
"215103_at",4.117382431
"215104_at",7.248108768
"215105_at",5.59420855
"215106_at",4.979646819
"215107_s_at",4.567231125
"215108_x_at",9.476731172
"215109_at",6.67217584
"215110_at",5.521138018
"215111_s_at",12.70073323
"215112_x_at",3.36618757
"215113_s_at",7.852335294
"215114_at",7.010841535
"215115_x_at",6.872903785
"215116_s_at",7.049479134
"215117_at",3.245512592
"215118_s_at",5.510766881
"215119_at",5.255542352
"215120_s_at",4.922734229
"215121_x_at",14.41292968
"215122_at",5.646326498
"215123_at",8.320088398
"215124_at",4.252245424
"215125_s_at",12.03417111
"215126_at",6.408659467
"215127_s_at",11.8017903
"215128_at",7.563513847
"215129_at",8.203675622
"215130_s_at",8.25981834
"215131_at",5.931028262
"215132_at",5.842018278
"215133_s_at",5.244285257
"215134_at",6.737405318
"215135_at",5.495901317
"215136_s_at",9.431064065
"215137_at",7.343435877
"215138_s_at",7.555491087
"215139_at",6.452599548
"215140_at",6.789490832
"215141_at",6.803178183
"215142_at",5.576615476
"215143_at",6.735937954
"215144_at",5.897417649
"215145_s_at",5.106469893
"215146_s_at",8.513585716
"215147_at",7.205217245
"215148_s_at",7.811756467
"215149_at",5.644018472
"215150_at",4.275153518
"215151_at",6.073118701
"215152_at",3.665847638
"215153_at",6.80021399
"215154_at",6.980219427
"215155_at",7.659346843
"215156_at",8.226292569
"215157_x_at",13.51311896
"215158_s_at",9.459272611
"215159_s_at",6.536858266
"215160_x_at",9.510086226
"215161_at",6.739325112
"215162_at",6.798060889
"215163_at",6.06057512
"215164_at",6.164174755
"215165_x_at",8.84848103
"215166_at",5.824920435
"215167_at",6.300505441
"215168_at",3.085802692
"215169_at",7.143699278
"215170_s_at",5.946890002
"215171_s_at",11.280461
"215172_at",6.534279626
"215173_at",5.677021729
"215174_at",5.043070734
"215175_at",8.312344208
"215176_x_at",12.37354871
"215177_s_at",8.947008908
"215178_x_at",7.367559239
"215179_x_at",11.04870677
"215180_at",5.541675324
"215181_at",7.130978572
"215182_x_at",6.933589522
"215183_at",4.842935184
"215184_at",7.487004689
"215185_at",6.462039265
"215186_at",6.282204726
"215187_at",3.771712518
"215188_at",6.672799107
"215189_at",6.041186717
"215190_at",7.000293944
"215191_at",7.332700151
"215192_at",4.707114745
"215193_x_at",13.20030764
"215194_at",5.278058699
"215195_at",7.189172563
"215196_at",6.270059917
"215197_at",5.719350046
"215198_s_at",8.565171841
"215199_at",6.806382762
"215200_x_at",7.7147869
"215201_at",7.493174358
"215202_at",7.265222314
"215203_at",8.783260102
"215204_at",8.185978652
"215205_x_at",6.675148019
"215206_at",8.449581955
"215207_x_at",6.099705106
"215208_x_at",9.216093231
"215209_at",6.215843
"215210_s_at",10.89893281
"215211_at",7.3956538
"215212_at",6.479461494
"215213_at",5.372416227
"215214_at",8.839938597
"215215_s_at",5.470044977
"215216_at",4.73217706
"215217_at",6.573366307
"215218_s_at",6.768435429
"215219_at",5.40518811
"215220_s_at",5.305057427
"215221_at",7.871283836
"215222_x_at",10.91934833
"215223_s_at",9.552863246
"215224_at",6.417367297
"215225_s_at",4.99941581
"215226_at",6.073169658
"215227_x_at",10.58217773
"215228_at",3.709488275
"215229_at",4.883693808
"215230_x_at",11.39931589
"215231_at",6.562719105
"215232_at",6.886046178
"215233_at",6.261430621
"215234_at",6.15364196
"215235_at",9.256506094
"215236_s_at",8.331530619
"215237_at",4.527018329
"215238_s_at",6.225130452
"215239_x_at",5.498088667
"215240_at",5.131686481
"215241_at",5.847224154
"215242_at",5.300726063
"215243_s_at",6.80582609
"215244_at",6.518596266
"215245_x_at",11.00841222
"215246_at",6.503501494
"215247_at",6.300278256
"215248_at",7.769262839
"215249_at",3.887725875
"215250_at",6.594667407
"215251_at",6.336102317
"215252_at",6.052406557
"215253_s_at",8.814389283
"215254_at",5.454302697
"215255_at",6.125237242
"215256_x_at",6.031452016
"215257_at",3.82102173
"215258_at",6.293605452
"215259_s_at",6.611831269
"215260_s_at",7.202358132
"215261_at",6.57227489
"215262_at",5.420124477
"215263_at",5.265765908
"215264_at",7.7419477
"215265_at",6.957899828
"215266_at",6.508664036
"215267_s_at",6.206273179
"215268_at",8.669417954
"215269_at",7.890187161
"215270_at",6.461648085
"215271_at",6.261430621
"215272_at",5.795664003
"215273_s_at",8.477668933
"215274_at",7.673781641
"215275_at",6.584455457
"215276_at",5.743530306
"215277_at",6.085326297
"215278_at",6.398029118
"215279_at",8.376472701
"215280_s_at",6.991656877
"215281_x_at",9.570202104
"215282_at",3.423877656
"215283_at",8.108356531
"215284_at",5.422445932
"215285_s_at",7.220949138
"215286_s_at",5.25383362
"215287_at",8.228532858
"215288_at",6.120990309
"215289_at",3.574931807
"215290_at",3.775518875
"215291_at",6.170840875
"215292_s_at",6.662709494
"215293_s_at",8.709362902
"215294_s_at",8.351158844
"215295_at",4.805998232
"215296_at",7.413267415
"215297_at",5.578344501
"215298_at",6.037024399
"215299_x_at",10.64005905
"215300_s_at",6.647815499
"215301_at",3.769858803
"215302_at",6.564714453
"215303_at",4.424277449
"215304_at",8.378940112
"215305_at",6.442096731
"215306_at",7.854831849
"215307_at",7.047743009
"215308_at",4.34820829
"215309_at",3.309344856
"215310_at",6.44966652
"215311_at",6.977358614
"215312_at",3.357969309
"215313_x_at",14.10614449
"215314_at",9.575606264
"215315_at",3.696705974
"215316_at",6.115264228
"215317_at",4.547022195
"215318_at",8.077907225
"215319_at",3.514827218
"215320_at",4.379155221
"215321_at",6.66274532
"215322_at",7.89518364
"215323_at",6.626581377
"215324_at",4.183018596
"215325_x_at",4.884481718
"215326_at",6.121625178
"215327_at",6.219364788
"215328_at",6.219511523
"215329_s_at",7.305781039
"215330_at",7.945382567
"215331_at",3.741228294
"215332_s_at",5.074238426
"215333_x_at",8.631979257
"215334_at",6.567425521
"215335_at",5.577008013
"215336_at",8.555889956
"215337_at",5.18495708
"215338_s_at",9.272608958
"215339_at",4.424065309
"215340_at",5.518083212
"215341_at",6.684780027
"215342_s_at",7.08531393
"215343_at",6.443604968
"215344_at",6.122463698
"215345_x_at",5.711690353
"215346_at",8.259162569
"215347_at",4.363210531
"215348_at",5.746552084
"215349_at",6.801376688
"215350_at",5.858326932
"215351_at",6.135257883
"215352_at",4.189570572
"215353_at",6.816287733
"215354_s_at",7.874399182
"215355_at",4.399177798
"215356_at",5.98946228
"215357_s_at",7.095191296
"215358_x_at",6.585587686
"215359_x_at",10.47795632
"215360_at",5.218423938
"215361_at",3.655119308
"215362_at",5.10115126
"215363_x_at",8.482667084
"215364_s_at",7.148735195
"215365_at",5.123820973
"215366_at",5.503018472
"215367_at",6.970295835
"215368_at",4.537339057
"215369_at",7.278505877
"215370_at",6.170340533
"215371_at",5.890882016
"215372_x_at",7.890211954
"215373_x_at",9.936244452
"215374_at",6.763739867
"215375_x_at",7.815981065
"215376_at",6.250811384
"215377_at",6.52385511
"215378_at",6.493195309
"215379_x_at",13.39120125
"215380_s_at",10.91535866
"215381_at",6.29264302
"215382_x_at",7.345107359
"215383_x_at",10.08311525
"215384_s_at",6.13220232
"215385_at",8.406900169
"215386_at",6.446875422
"215387_x_at",8.492338206
"215388_s_at",9.788948414
"215389_s_at",7.319456006
"215390_at",7.056845498
"215391_at",4.46110056
"215392_at",6.762076512
"215393_s_at",7.902332229
"215394_at",5.798701145
"215395_x_at",6.859490465
"215396_at",3.797164293
"215397_x_at",6.407679262
"215398_at",7.470952234
"215399_s_at",9.347745529
"215400_x_at",6.036968939
"215401_at",6.641749626
"215402_at",5.277067632
"215403_at",5.28321737
"215404_x_at",9.074546426
"215405_at",3.550624551
"215406_at",4.430581337
"215407_s_at",7.440764377
"215408_at",6.794891272
"215409_at",6.126313337
"215410_at",5.243406249
"215411_s_at",8.672840478
"215412_x_at",8.707093859
"215413_at",6.287653319
"215414_at",5.267172613
"215415_s_at",5.710956539
"215416_s_at",9.872619589
"215417_at",4.962690705
"215418_at",8.016950051
"215419_at",5.987129275
"215420_at",5.908000068
"215421_at",5.570086213
"215422_at",4.593794836
"215423_at",6.670822363
"215424_s_at",9.43926476
"215425_at",5.387711472
"215426_at",5.428463407
"215427_s_at",5.475764514
"215428_at",6.391449716
"215429_s_at",8.363656858
"215430_at",4.785789985
"215431_at",4.837189472
"215432_at",5.119450011
"215433_at",5.783056405
"215434_x_at",8.940067096
"215435_at",5.489034271
"215436_at",6.591479575
"215437_x_at",5.023071825
"215438_x_at",10.82294697
"215439_x_at",8.311612675
"215440_s_at",10.77551862
"215441_at",4.169199359
"215442_s_at",4.006934806
"215443_at",4.065602248
"215444_s_at",5.720707626
"215445_x_at",4.577464935
"215446_s_at",7.123438434
"215447_at",7.143824377
"215448_at",4.339906439
"215449_at",6.4508378
"215450_at",9.248532525
"215451_s_at",6.140213073
"215452_x_at",10.14198941
"215454_x_at",6.679734264
"215455_at",5.020068125
"215456_at",5.121488954
"215457_at",3.425615477
"215458_s_at",5.583735092
"215459_at",5.182569902
"215460_x_at",8.723902332
"215461_at",6.398029118
"215462_at",7.23892242
"215463_at",5.018710877
"215464_s_at",10.58047825
"215465_at",3.578198425
"215466_at",5.55647736
"215467_x_at",7.448596307
"215468_at",4.727630186
"215469_at",3.474986047
"215470_at",9.16134534
"215471_s_at",8.294824941
"215472_at",7.746202139
"215473_at",4.438183764
"215474_at",5.766858443
"215475_at",3.720191304
"215476_at",6.418183272
"215477_at",4.431118379
"215478_at",4.556511048
"215479_at",7.606218117
"215480_at",4.980987832
"215481_s_at",5.947672849
"215482_s_at",9.581159221
"215483_at",8.254017958
"215484_at",5.624049969
"215485_s_at",6.711977231
"215486_at",3.966959607
"215487_x_at",6.232883742
"215488_at",6.585730378
"215489_x_at",8.333023131
"215490_at",6.388537036
"215491_at",6.76789718
"215492_x_at",7.761608307
"215493_x_at",9.019624237
"215494_at",3.548023334
"215495_s_at",5.857761977
"215496_at",5.419472079
"215497_s_at",7.715713071
"215498_s_at",8.489018564
"215499_at",9.984513428
"215500_at",6.148353923
"215501_s_at",7.171791549
"215502_at",6.504325116
"215503_at",4.446086082
"215504_x_at",9.474174542
"215505_s_at",6.910477883
"215506_s_at",8.012058635
"215507_x_at",5.939328335
"215508_at",3.741531783
"215509_s_at",3.854848234
"215510_at",6.051725033
"215511_at",5.905858312
"215512_at",4.152269845
"215513_at",7.22954295
"215514_at",3.286961946
"215515_at",7.924108876
"215516_at",4.46668043
"215517_at",4.52691996
"215518_at",4.042799859
"215519_x_at",7.389842394
"215520_at",3.424333397
"215521_at",6.679637012
"215522_at",4.450733591
"215523_at",4.245750651
"215524_x_at",5.31983438
"215525_at",6.677166244
"215526_at",7.845629354
"215527_at",4.781877988
"215528_at",8.367578374
"215529_x_at",10.47410586
"215530_at",6.819456305
"215531_s_at",3.567843008
"215532_x_at",5.025164848
"215533_s_at",6.873634678
"215534_at",4.874803237
"215535_s_at",8.963246001
"215536_at",6.939744335
"215537_x_at",9.596050109
"215538_at",5.31128627
"215539_at",4.046918671
"215540_at",6.535154288
"215541_s_at",7.661044645
"215542_at",4.240834877
"215543_s_at",7.920180717
"215544_s_at",7.031177646
"215545_at",8.0274258
"215546_at",5.103311688
"215547_at",4.604885938
"215548_s_at",10.21172289
"215549_x_at",9.069590139
"215550_at",5.6239476
"215551_at",5.358047969
"215552_s_at",5.798382717
"215553_x_at",8.286357553
"215554_at",5.642477447
"215555_at",7.610902902
"215556_at",7.509977597
"215557_at",7.335347637
"215558_at",7.437122956
"215559_at",9.437146813
"215560_x_at",6.711302664
"215561_s_at",4.24395715
"215562_at",6.3943937
"215563_s_at",10.15799653
"215564_at",3.519334132
"215565_at",4.741185765
"215566_x_at",9.642441784
"215567_at",7.397115607
"215568_x_at",8.469662111
"215569_at",6.497001797
"215570_s_at",4.835962796
"215571_at",4.043517457
"215572_at",6.253516546
"215573_at",6.702437072
"215574_at",6.821001139
"215575_at",5.363765885
"215576_at",6.01935273
"215577_at",8.019650666
"215578_at",7.122037013
"215579_at",6.676187051
"215580_at",5.731280987
"215581_s_at",4.430220357
"215582_x_at",8.247600476
"215583_at",7.569191847
"215584_at",7.401998049
"215585_at",4.184848784
"215586_at",6.356250693
"215587_x_at",9.293052788
"215588_x_at",10.52890548
"215589_at",4.143209319
"215590_x_at",6.404943609
"215591_at",5.019103654
"215592_at",7.306378998
"215593_at",6.548723986
"215594_at",5.583698799
"215595_x_at",7.882926167
"215596_s_at",9.938472822
"215597_x_at",7.37115424
"215598_at",4.927695889
"215599_at",9.232678731
"215600_x_at",10.36926954
"215601_at",3.844171479
"215602_at",5.793582259
"215603_x_at",9.907714825
"215604_x_at",10.59987597
"215605_at",7.955877711
"215606_s_at",8.632764838
"215607_x_at",6.522823163
"215608_at",7.291568073
"215609_at",6.792229146
"215610_at",5.386693397
"215611_at",7.282428975
"215612_at",7.038793464
"215613_at",5.608611525
"215614_at",6.061586846
"215615_x_at",6.096806385
"215616_s_at",6.762509664
"215617_at",5.961153792
"215618_at",6.226715556
"215619_at",3.789919676
"215620_at",7.599513282
"215621_s_at",6.716317907
"215622_x_at",6.725361553
"215623_x_at",5.151205322
"215624_at",6.249388019
"215625_at",5.093594089
"215626_at",5.779716811
"215627_at",4.536016109
"215628_x_at",9.57913552
"215629_s_at",6.696738482
"215630_at",7.136045972
"215631_s_at",9.021416571
"215632_at",3.556650887
"215633_x_at",8.234204342
"215634_at",3.555590734
"215635_at",7.380512082
"215636_at",6.032212664
"215637_at",6.17269063
"215638_at",4.807735937
"215639_at",4.399829645
"215640_at",7.440682364
"215641_at",6.017699623
"215642_at",4.326424388
"215643_at",6.497080613
"215644_at",6.03472282
"215645_at",7.750859242
"215646_s_at",9.111738375
"215647_at",3.338102787
"215648_at",7.882195851
"215649_s_at",6.328073287
"215650_at",5.365108876
"215651_at",6.575707308
"215652_at",7.119977084
"215653_at",5.291850406
"215654_at",7.289976962
"215655_at",3.111756339
"215656_at",4.449199501
"215657_at",3.621647339
"215658_at",5.192622977
"215659_at",6.365572012
"215660_s_at",6.028934677
"215661_at",5.975165139
"215662_at",5.576570489
"215663_at",3.690033841
"215664_s_at",3.99415913
"215665_at",3.613044781
"215666_at",4.179620928
"215667_x_at",9.382802164
"215668_s_at",6.896077418
"215669_at",5.483371474
"215670_s_at",7.121295693
"215671_at",3.588333872
"215672_s_at",6.302189236
"215673_at",3.542033035
"215674_at",3.572644718
"215675_at",6.064411607
"215676_at",6.449525582
"215677_s_at",6.24249525
"215678_at",6.654459566
"215679_at",3.804960157
"215680_at",5.544604363
"215681_at",5.938406328
"215682_at",6.830603772
"215683_at",6.75180523
"215684_s_at",8.252850367
"215685_s_at",6.269723362
"215686_x_at",5.948399756
"215687_x_at",5.903911246
"215688_at",6.08341764
"215689_s_at",6.726937346
"215690_x_at",9.605478086
"215691_x_at",11.04392852
"215692_s_at",8.776084443
"215693_x_at",9.400343811
"215694_at",5.875744539
"215695_s_at",6.062740128
"215696_s_at",9.305576408
"215697_at",6.97603232
"215698_at",7.636119223
"215699_x_at",7.59641423
"215700_x_at",7.173687848
"215701_at",7.079672213
"215702_s_at",3.825949844
"215703_at",4.113815132
"215704_at",3.623190297
"215705_at",5.935510014
"215706_x_at",8.161288473
"215707_s_at",9.502195422
"215708_s_at",5.337367909
"215709_at",6.077672678
"215710_at",4.051789155
"215711_s_at",7.706527584
"215712_s_at",5.705797783
"215713_at",3.685486023
"215714_s_at",8.94576414
"215715_at",5.5172421
"215716_s_at",8.859962234
"215717_s_at",3.682801138
"215718_s_at",8.441908055
"215719_x_at",8.224593026
"215720_s_at",7.075320828
"215721_at",4.669181724
"215722_s_at",8.416192899
"215723_s_at",6.163462767
"215724_at",4.179249628
"215725_at",6.813126835
"215726_s_at",13.455681
"215727_x_at",6.521676577
"215728_s_at",7.903159739
"215729_s_at",8.716794359
"215730_at",5.526191472
"215731_s_at",7.376430352
"215732_s_at",6.797055079
"215733_x_at",4.794802541
"215734_at",6.701366038
"215735_s_at",7.836530572
"215736_at",5.813446405
"215737_x_at",9.706408361
"215738_at",5.67786058
"215739_s_at",5.216071452
"215740_at",5.987536424
"215741_x_at",7.602516258
"215742_at",5.158540348
"215743_at",7.129431281
"215744_at",6.069253732
"215745_at",5.372811059
"215746_at",4.520482978
"215747_s_at",7.550914351
"215748_at",6.458464583
"215749_s_at",8.629961519
"215750_at",7.151691815
"215751_at",3.638512639
"215752_at",4.274375253
"215753_at",5.666823604
"215754_at",7.884886203
"215755_at",5.283279725
"215756_at",6.548519535
"215757_at",5.766802099
"215758_x_at",7.830116579
"215759_at",4.196796635
"215760_s_at",6.760283458
"215761_at",7.293040065
"215762_at",4.781959445
"215763_at",3.540454816
"215764_x_at",8.073539281
"215765_at",4.620038389
"215766_at",6.937416145
"215767_at",4.686294006
"215768_at",9.139402829
"215769_at",5.195828186
"215770_at",3.479576421
"215771_x_at",6.738401357
"215772_x_at",11.44967098
"215773_x_at",9.346698234
"215774_s_at",4.539993329
"215775_at",5.207541417
"215776_at",6.331210582
"215777_at",6.057605162
"215778_x_at",7.780449482
"215779_s_at",6.379820619
"215780_s_at",11.44299772
"215781_s_at",5.909189274
"215782_at",4.38816617
"215783_s_at",7.018393672
"215784_at",7.498349892
"215785_s_at",11.6929588
"215786_at",7.259444859
"215787_at",4.135862184
"215788_at",6.65152808
"215789_s_at",7.410790363
"215790_at",6.272682457
"215791_at",6.024954255
"215792_s_at",9.110151938
"215793_at",3.403528528
"215794_x_at",9.547844184
"215795_at",4.85026819
"215796_at",4.588053559
"215797_at",4.138555841
"215798_at",7.118536987
"215799_at",6.732017064
"215800_at",4.606847745
"215801_at",4.082960454
"215802_at",6.091556062
"215803_at",3.568474362
"215804_at",5.885297107
"215805_at",4.981849408
"215806_x_at",7.38755951
"215807_s_at",8.621579649
"215808_at",4.49431946
"215809_at",7.447933216
"215810_x_at",4.435051009
"215811_at",7.222699763
"215812_s_at",8.450782656
"215813_s_at",9.093697681
"215814_at",3.959627887
"215815_at",5.860005936
"215816_at",6.531842194
"215817_at",4.512600155
"215818_at",5.489684751
"215819_s_at",6.17140972
"215820_x_at",6.428693043
"215821_x_at",7.000293944
"215822_x_at",7.563549211
"215823_x_at",12.54902412
"215824_at",5.172931049
"215825_at",6.52083876
"215826_x_at",7.076914214
"215827_x_at",6.55192776
"215828_at",7.184290926
"215829_at",3.812202434
"215830_at",4.713196444
"215831_at",3.375074514
"215832_x_at",8.433997473
"215833_s_at",6.685542493
"215834_x_at",5.857557993
"215835_at",3.930410112
"215836_s_at",8.148887156
"215837_x_at",4.24395715
"215838_at",5.05124605
"215839_at",5.372416227
"215840_at",5.310318638
